specification,event_id,market_id,large_action,dynamic_high_activity,actions,any_next,same_next,source_transaction_actions,any_next_action_5m,same_direction_given_next_5m
rolling_7d,80,2718902,1,0.0,11,1,0,11,0.09090909090909091,0.0
rolling_7d,80,2718902,1,1.0,8,0,0,11,0.0,
expanding,80,2718903,0,0.0,3073,198,82,3277,0.06443215099251545,0.41414141414141414
expanding,80,2718903,0,1.0,521,287,180,849,0.5508637236084453,0.627177700348432
expanding,80,2718903,1,0.0,2,0,0,2,0.0,
expanding,80,2718903,1,1.0,23,4,4,36,0.17391304347826086,1.0
rolling_7d,80,2718903,0,0.0,3117,200,84,3324,0.06416426050689766,0.42
rolling_7d,80,2718903,0,1.0,477,285,178,802,0.5974842767295597,0.624561403508772
rolling_7d,80,2718903,1,0.0,8,1,1,10,0.125,1.0
rolling_7d,80,2718903,1,1.0,17,3,3,28,0.17647058823529413,1.0
expanding,81,2718907,0,0.0,8381,470,321,9005,0.05607922682257487,0.6829787234042554
expanding,81,2718907,0,1.0,1407,768,470,2790,0.5458422174840085,0.6119791666666666
expanding,81,2718907,1,0.0,34,11,11,68,0.3235294117647059,1.0
expanding,81,2718907,1,1.0,49,8,7,175,0.16326530612244897,0.875
rolling_7d,81,2718907,0,0.0,8648,507,353,9319,0.05862627197039778,0.6962524654832347
rolling_7d,81,2718907,0,1.0,1140,731,438,2476,0.6412280701754386,0.5991792065663475
rolling_7d,81,2718907,1,0.0,38,11,11,76,0.2894736842105263,1.0
rolling_7d,81,2718907,1,1.0,45,8,7,167,0.17777777777777778,0.875
expanding,81,2718908,0,0.0,3261,166,132,3446,0.05090463048144741,0.7951807228915663
expanding,81,2718908,0,1.0,531,296,230,949,0.5574387947269304,0.777027027027027
expanding,81,2718908,1,0.0,7,1,0,7,0.14285714285714285,0.0
expanding,81,2718908,1,1.0,11,0,0,16,0.0,
rolling_7d,81,2718908,0,0.0,3352,174,139,3547,0.05190930787589499,0.7988505747126436
rolling_7d,81,2718908,0,1.0,440,288,223,848,0.6545454545454545,0.7743055555555556
rolling_7d,81,2718908,1,0.0,10,1,0,10,0.1,0.0
rolling_7d,81,2718908,1,1.0,8,0,0,13,0.0,
expanding,81,2718910,0,0.0,5853,312,196,6269,0.05330599692465402,0.6282051282051282
expanding,81,2718910,0,1.0,784,446,325,2010,0.5688775510204082,0.7286995515695067
expanding,81,2718910,1,0.0,8,1,0,9,0.125,0.0
expanding,81,2718910,1,1.0,18,4,3,89,0.2222222222222222,0.75
rolling_7d,81,2718910,0,0.0,5975,323,202,6405,0.05405857740585774,0.6253869969040248
rolling_7d,81,2718910,0,1.0,662,435,319,1874,0.6570996978851964,0.7333333333333333
rolling_7d,81,2718910,1,0.0,9,2,1,10,0.2222222222222222,0.5
rolling_7d,81,2718910,1,1.0,17,3,2,88,0.17647058823529413,0.6666666666666666
expanding,83,2718913,0,0.0,10938,534,170,11415,0.04882062534284147,0.31835205992509363
expanding,83,2718913,0,1.0,1664,849,642,4050,0.5102163461538461,0.7561837455830389
expanding,83,2718913,1,0.0,22,0,0,23,0.0,
expanding,83,2718913,1,1.0,73,10,8,321,0.136986301369863,0.8
rolling_7d,83,2718913,0,0.0,11318,615,236,11914,0.05433822230075985,0.383739837398374
rolling_7d,83,2718913,0,1.0,1284,768,576,3551,0.5981308411214953,0.75
rolling_7d,83,2718913,1,0.0,34,1,1,37,0.029411764705882353,1.0
rolling_7d,83,2718913,1,1.0,61,9,7,307,0.14754098360655737,0.7777777777777778
expanding,83,2718914,0,0.0,2107,130,29,2199,0.061699098243948744,0.2230769230769231
expanding,83,2718914,0,1.0,467,218,174,732,0.4668094218415418,0.7981651376146789
expanding,83,2718914,1,0.0,2,0,0,2,0.0,
expanding,83,2718914,1,1.0,16,2,2,54,0.125,1.0
rolling_7d,83,2718914,0,0.0,2193,144,39,2360,0.06566347469220246,0.2708333333333333
rolling_7d,83,2718914,0,1.0,381,204,164,571,0.5354330708661418,0.803921568627451
rolling_7d,83,2718914,1,0.0,3,0,0,3,0.0,
rolling_7d,83,2718914,1,1.0,15,2,2,53,0.13333333333333333,1.0
expanding,83,2718915,0,0.0,3116,150,53,3235,0.04813863928112965,0.35333333333333333
expanding,83,2718915,0,1.0,514,243,203,827,0.4727626459143969,0.8353909465020576
expanding,83,2718915,1,0.0,7,0,0,7,0.0,
expanding,83,2718915,1,1.0,24,3,3,28,0.125,1.0
rolling_7d,83,2718915,0,0.0,3196,164,65,3375,0.05131414267834793,0.39634146341463417
rolling_7d,83,2718915,0,1.0,434,229,191,687,0.5276497695852534,0.834061135371179
rolling_7d,83,2718915,1,0.0,11,0,0,11,0.0,
rolling_7d,83,2718915,1,1.0,20,3,3,24,0.15,1.0
expanding,84,2718919,0,0.0,12294,1521,162,12528,0.12371888726207907,0.10650887573964497
expanding,84,2718919,0,1.0,1520,722,481,3128,0.475,0.6662049861495845
expanding,84,2718919,1,0.0,27,2,2,29,0.07407407407407407,1.0
expanding,84,2718919,1,1.0,70,12,8,724,0.17142857142857143,0.6666666666666666
rolling_7d,84,2718919,0,0.0,12603,1571,204,12867,0.12465286043005634,0.12985359643539146
rolling_7d,84,2718919,0,1.0,1211,672,439,2789,0.5549132947976878,0.6532738095238095
rolling_7d,84,2718919,1,0.0,39,2,2,43,0.05128205128205128,1.0
rolling_7d,84,2718919,1,1.0,58,12,8,710,0.20689655172413793,0.6666666666666666
expanding,84,2718920,0,0.0,3873,159,67,4147,0.041053446940356314,0.42138364779874216
expanding,84,2718920,0,1.0,727,352,274,1498,0.48418156808803303,0.7784090909090909
expanding,84,2718920,1,0.0,15,3,2,16,0.2,0.6666666666666666
expanding,84,2718920,1,1.0,29,3,3,155,0.10344827586206896,1.0
rolling_7d,84,2718920,0,0.0,3990,167,72,4283,0.0418546365914787,0.4311377245508982
rolling_7d,84,2718920,0,1.0,610,344,269,1362,0.5639344262295082,0.7819767441860465
rolling_7d,84,2718920,1,0.0,18,4,3,19,0.2222222222222222,0.75
rolling_7d,84,2718920,1,1.0,26,2,2,152,0.07692307692307693,1.0
expanding,84,2718922,0,0.0,5234,231,102,5388,0.04413450515857852,0.44155844155844154
expanding,84,2718922,0,1.0,868,410,308,1204,0.47235023041474655,0.751219512195122
expanding,84,2718922,1,0.0,12,3,3,13,0.25,1.0
expanding,84,2718922,1,1.0,28,5,4,50,0.17857142857142858,0.8
rolling_7d,84,2718922,0,0.0,5345,243,107,5524,0.04546304957904584,0.4403292181069959
rolling_7d,84,2718922,0,1.0,757,398,303,1068,0.5257595772787318,0.7613065326633166
rolling_7d,84,2718922,1,0.0,18,5,4,19,0.2777777777777778,0.8
rolling_7d,84,2718922,1,1.0,22,3,3,44,0.13636363636363635,1.0
expanding,85,2718925,0,0.0,8556,310,185,8820,0.036231884057971016,0.5967741935483871
expanding,85,2718925,0,1.0,1375,747,538,3178,0.5432727272727272,0.7202141900937081
expanding,85,2718925,1,0.0,21,1,1,21,0.047619047619047616,1.0
expanding,85,2718925,1,1.0,75,6,5,217,0.08,0.8333333333333334
rolling_7d,85,2718925,0,0.0,8774,350,214,9065,0.039890585821746066,0.6114285714285714
rolling_7d,85,2718925,0,1.0,1157,707,509,2933,0.6110630942091616,0.7199434229137199
rolling_7d,85,2718925,1,0.0,36,1,1,37,0.027777777777777776,1.0
rolling_7d,85,2718925,1,1.0,60,6,5,201,0.1,0.8333333333333334
expanding,85,2718926,0,0.0,2255,62,34,2345,0.027494456762749447,0.5483870967741935
expanding,85,2718926,0,1.0,430,180,139,787,0.4186046511627907,0.7722222222222223
expanding,85,2718926,1,0.0,3,0,0,3,0.0,
expanding,85,2718926,1,1.0,10,0,0,35,0.0,
rolling_7d,85,2718926,0,0.0,2311,62,34,2408,0.026828212894850715,0.5483870967741935
rolling_7d,85,2718926,0,1.0,374,180,139,724,0.48128342245989303,0.7722222222222223
rolling_7d,85,2718926,1,0.0,7,0,0,7,0.0,
rolling_7d,85,2718926,1,1.0,6,0,0,31,0.0,
expanding,85,2718928,0,0.0,2639,98,53,2707,0.03713527851458886,0.5408163265306123
expanding,85,2718928,0,1.0,441,155,117,733,0.35147392290249435,0.7548387096774194
expanding,85,2718928,1,0.0,6,2,0,6,0.3333333333333333,0.0
expanding,85,2718928,1,1.0,15,3,3,18,0.2,1.0
rolling_7d,85,2718928,0,0.0,2686,101,56,2758,0.037602382725241995,0.5544554455445545
rolling_7d,85,2718928,0,1.0,394,152,114,682,0.38578680203045684,0.75
rolling_7d,85,2718928,1,0.0,7,2,0,7,0.2857142857142857,0.0
rolling_7d,85,2718928,1,1.0,14,3,3,17,0.21428571428571427,1.0
expanding,88,2718931,0,0.0,8169,258,117,8412,0.03158281307381564,0.45348837209302323
expanding,88,2718931,0,1.0,1146,527,360,1847,0.4598603839441536,0.683111954459203
expanding,88,2718931,1,0.0,21,0,0,24,0.0,
expanding,88,2718931,1,1.0,45,11,5,132,0.24444444444444444,0.45454545454545453
rolling_7d,88,2718931,0,0.0,8354,294,134,8619,0.03519272204931769,0.4557823129251701
rolling_7d,88,2718931,0,1.0,961,491,343,1640,0.5109261186264308,0.6985743380855397
rolling_7d,88,2718931,1,0.0,27,0,0,30,0.0,
rolling_7d,88,2718931,1,1.0,39,11,5,126,0.28205128205128205,0.45454545454545453
expanding,88,2718932,0,0.0,2324,68,34,2424,0.029259896729776247,0.5
expanding,88,2718932,0,1.0,409,150,114,620,0.36674816625916873,0.76
expanding,88,2718932,1,0.0,3,0,0,4,0.0,
expanding,88,2718932,1,1.0,12,0,0,20,0.0,
rolling_7d,88,2718932,0,0.0,2375,72,34,2480,0.03031578947368421,0.4722222222222222
rolling_7d,88,2718932,0,1.0,358,146,114,564,0.40782122905027934,0.7808219178082192
rolling_7d,88,2718932,1,0.0,5,0,0,7,0.0,
rolling_7d,88,2718932,1,1.0,10,0,0,17,0.0,
expanding,88,2718933,0,0.0,3085,90,42,3218,0.029173419773095625,0.4666666666666667
expanding,88,2718933,0,1.0,564,207,163,842,0.3670212765957447,0.7874396135265701
expanding,88,2718933,1,0.0,7,0,0,7,0.0,
expanding,88,2718933,1,1.0,13,2,2,25,0.15384615384615385,1.0
rolling_7d,88,2718933,0,0.0,3146,96,45,3280,0.030514939605848695,0.46875
rolling_7d,88,2718933,0,1.0,503,201,160,780,0.3996023856858847,0.7960199004975125
rolling_7d,88,2718933,1,0.0,8,0,0,10,0.0,
rolling_7d,88,2718933,1,1.0,12,2,2,22,0.16666666666666666,1.0
expanding,89,2740917,0,0.0,4065,243,97,4737,0.05977859778597786,0.3991769547325103
expanding,89,2740917,0,1.0,684,277,165,991,0.40497076023391815,0.5956678700361011
expanding,89,2740917,1,0.0,9,0,0,14,0.0,
expanding,89,2740917,1,1.0,33,5,4,96,0.15151515151515152,0.8
rolling_7d,89,2740917,0,0.0,4167,261,105,4878,0.06263498920086392,0.40229885057471265
rolling_7d,89,2740917,0,1.0,582,259,157,850,0.44501718213058417,0.6061776061776062
rolling_7d,89,2740917,1,0.0,13,0,0,18,0.0,
rolling_7d,89,2740917,1,1.0,29,5,4,92,0.1724137931034483,0.8
expanding,89,2740919,0,0.0,2605,81,45,2730,0.03109404990403071,0.5555555555555556
expanding,89,2740919,0,1.0,535,222,171,741,0.41495327102803736,0.7702702702702703
expanding,89,2740919,1,0.0,7,2,2,7,0.2857142857142857,1.0
expanding,89,2740919,1,1.0,17,1,1,30,0.058823529411764705,1.0
rolling_7d,89,2740919,0,0.0,2661,87,45,2791,0.03269447576099211,0.5172413793103449
rolling_7d,89,2740919,0,1.0,479,216,171,680,0.4509394572025052,0.7916666666666666
rolling_7d,89,2740919,1,0.0,10,2,2,12,0.2,1.0
rolling_7d,89,2740919,1,1.0,14,1,1,25,0.07142857142857142,1.0
expanding,89,2740921,0,0.0,13810,676,391,14800,0.048950036205648084,0.5784023668639053
expanding,89,2740921,0,1.0,1931,807,577,5619,0.41791817711030554,0.7149938042131351
expanding,89,2740921,1,0.0,34,1,0,44,0.029411764705882353,0.0
expanding,89,2740921,1,1.0,117,12,12,1264,0.10256410256410256,1.0
rolling_7d,89,2740921,0,0.0,14043,715,412,15117,0.05091504664245532,0.5762237762237762
rolling_7d,89,2740921,0,1.0,1698,768,556,5302,0.45229681978798586,0.7239583333333334
rolling_7d,89,2740921,1,0.0,50,2,1,62,0.04,0.5
rolling_7d,89,2740921,1,1.0,101,11,11,1246,0.10891089108910891,1.0
expanding,90,2754625,0,0.0,3712,302,67,3891,0.08135775862068965,0.22185430463576158
expanding,90,2754625,0,1.0,509,181,129,835,0.3555992141453831,0.712707182320442
expanding,90,2754625,1,0.0,9,0,0,9,0.0,
expanding,90,2754625,1,1.0,21,5,4,62,0.23809523809523808,0.8
rolling_7d,90,2754625,0,0.0,3786,313,72,4086,0.0826730058108822,0.23003194888178913
rolling_7d,90,2754625,0,1.0,435,170,124,640,0.39080459770114945,0.7294117647058823
rolling_7d,90,2754625,1,0.0,12,0,0,13,0.0,
rolling_7d,90,2754625,1,1.0,18,5,4,58,0.2777777777777778,0.8
expanding,90,2754627,0,0.0,2474,110,49,2604,0.0444624090541633,0.44545454545454544
expanding,90,2754627,0,1.0,462,233,206,655,0.5043290043290043,0.8841201716738197
expanding,90,2754627,1,0.0,1,0,0,1,0.0,
expanding,90,2754627,1,1.0,7,0,0,12,0.0,
rolling_7d,90,2754627,0,0.0,2515,115,50,2649,0.04572564612326044,0.43478260869565216
rolling_7d,90,2754627,0,1.0,421,228,205,610,0.5415676959619953,0.8991228070175439
rolling_7d,90,2754627,1,0.0,3,0,0,3,0.0,
rolling_7d,90,2754627,1,1.0,5,0,0,10,0.0,
expanding,90,2754628,0,0.0,10294,1642,179,14220,0.15951039440450748,0.10901339829476249
expanding,90,2754628,0,1.0,1481,641,494,2290,0.4328156650911546,0.7706708268330733
expanding,90,2754628,1,0.0,34,1,1,38,0.029411764705882353,1.0
expanding,90,2754628,1,1.0,60,5,4,207,0.08333333333333333,0.8
rolling_7d,90,2754628,0,0.0,10500,1687,196,14449,0.16066666666666668,0.11618257261410789
rolling_7d,90,2754628,0,1.0,1275,596,477,2061,0.4674509803921569,0.8003355704697986
rolling_7d,90,2754628,1,0.0,38,1,1,42,0.02631578947368421,1.0
rolling_7d,90,2754628,1,1.0,56,5,4,203,0.08928571428571429,0.8
expanding,91,2754647,0,0.0,14745,1883,260,17214,0.1277043065445914,0.13807753584705257
expanding,91,2754647,0,1.0,2132,1132,817,5841,0.5309568480300187,0.7217314487632509
expanding,91,2754647,1,0.0,50,3,2,55,0.06,0.6666666666666666
expanding,91,2754647,1,1.0,83,17,13,188,0.20481927710843373,0.7647058823529411
rolling_7d,91,2754647,0,0.0,14947,1929,273,17448,0.12905599785910216,0.14152410575427682
rolling_7d,91,2754647,0,1.0,1930,1086,804,5607,0.5626943005181347,0.7403314917127072
rolling_7d,91,2754647,1,0.0,64,5,4,70,0.078125,0.8
rolling_7d,91,2754647,1,1.0,69,15,11,173,0.21739130434782608,0.7333333333333333
expanding,91,2754649,0,0.0,3575,90,44,3689,0.025174825174825177,0.4888888888888889
expanding,91,2754649,0,1.0,777,345,269,997,0.444015444015444,0.7797101449275362
expanding,91,2754649,1,0.0,5,0,0,9,0.0,
expanding,91,2754649,1,1.0,15,2,2,26,0.13333333333333333,1.0
rolling_7d,91,2754649,0,0.0,3659,112,46,3780,0.030609456135556164,0.4107142857142857
rolling_7d,91,2754649,0,1.0,693,323,267,906,0.4660894660894661,0.826625386996904
rolling_7d,91,2754649,1,0.0,7,0,0,11,0.0,
rolling_7d,91,2754649,1,1.0,13,2,2,24,0.15384615384615385,1.0
expanding,91,2754651,0,0.0,8000,334,171,8876,0.04175,0.5119760479041916
expanding,91,2754651,0,1.0,1229,583,421,3649,0.4743694060211554,0.7221269296740995
expanding,91,2754651,1,0.0,8,1,1,9,0.125,1.0
expanding,91,2754651,1,1.0,25,2,2,66,0.08,1.0
rolling_7d,91,2754651,0,0.0,8106,353,178,9016,0.043547989143844064,0.5042492917847026
rolling_7d,91,2754651,0,1.0,1123,564,414,3509,0.5022261798753339,0.7340425531914894
rolling_7d,91,2754651,1,0.0,13,2,2,17,0.15384615384615385,1.0
rolling_7d,91,2754651,1,1.0,20,1,1,58,0.05,1.0
expanding,92,2766759,0,0.0,10792,487,250,11811,0.045126019273535954,0.5133470225872689
expanding,92,2766759,0,1.0,1994,1158,974,5609,0.5807422266800402,0.8411053540587219
expanding,92,2766759,1,0.0,40,3,2,46,0.075,0.6666666666666666
expanding,92,2766759,1,1.0,95,23,20,1989,0.24210526315789474,0.8695652173913043
rolling_7d,92,2766759,0,0.0,10908,503,255,11949,0.04611294462779611,0.5069582504970179
rolling_7d,92,2766759,0,1.0,1878,1142,969,5471,0.6080937167199149,0.8485113835376532
rolling_7d,92,2766759,1,0.0,50,4,2,59,0.08,0.5
rolling_7d,92,2766759,1,1.0,85,22,20,1976,0.25882352941176473,0.9090909090909091
expanding,92,2766760,0,0.0,4151,217,138,4678,0.05227655986509275,0.6359447004608295
expanding,92,2766760,0,1.0,819,384,303,1332,0.46886446886446886,0.7890625
expanding,92,2766760,1,0.0,7,0,0,8,0.0,
expanding,92,2766760,1,1.0,23,8,4,80,0.34782608695652173,0.5
rolling_7d,92,2766760,0,0.0,4235,239,141,4805,0.0564344746162928,0.5899581589958159
rolling_7d,92,2766760,0,1.0,735,362,300,1205,0.4925170068027211,0.8287292817679558
rolling_7d,92,2766760,1,0.0,6,0,0,7,0.0,
rolling_7d,92,2766760,1,1.0,24,8,4,81,0.3333333333333333,0.5
expanding,92,2766762,0,0.0,9272,485,301,10503,0.05230802415875755,0.6206185567010309
expanding,92,2766762,0,1.0,1445,720,484,2331,0.4982698961937716,0.6722222222222223
expanding,92,2766762,1,0.0,19,2,2,21,0.10526315789473684,1.0
expanding,92,2766762,1,1.0,53,9,4,199,0.16981132075471697,0.4444444444444444
rolling_7d,92,2766762,0,0.0,9430,514,310,10686,0.05450689289501591,0.603112840466926
rolling_7d,92,2766762,0,1.0,1287,691,475,2148,0.5369075369075369,0.6874095513748191
rolling_7d,92,2766762,1,0.0,30,2,2,33,0.06666666666666667,1.0
rolling_7d,92,2766762,1,1.0,42,9,4,187,0.21428571428571427,0.4444444444444444
expanding,94,2766773,0,0.0,10386,729,274,13287,0.07019064124783363,0.37585733882030176
expanding,94,2766773,0,1.0,1579,757,534,3628,0.47941735275490815,0.7054161162483488
expanding,94,2766773,1,0.0,35,3,2,37,0.08571428571428572,0.6666666666666666
expanding,94,2766773,1,1.0,96,13,7,1617,0.13541666666666666,0.5384615384615384
rolling_7d,94,2766773,0,0.0,10604,772,291,13546,0.07280271595624292,0.37694300518134716
rolling_7d,94,2766773,0,1.0,1361,714,517,3369,0.5246142542248347,0.7240896358543417
rolling_7d,94,2766773,1,0.0,47,4,3,52,0.0851063829787234,0.75
rolling_7d,94,2766773,1,1.0,84,12,6,1602,0.14285714285714285,0.5
expanding,94,2766774,0,0.0,3494,185,105,3724,0.052947910704064106,0.5675675675675675
expanding,94,2766774,0,1.0,734,281,242,1322,0.38283378746594005,0.8612099644128114
expanding,94,2766774,1,0.0,7,1,1,7,0.14285714285714285,1.0
expanding,94,2766774,1,1.0,32,1,1,89,0.03125,1.0
rolling_7d,94,2766774,0,0.0,3577,191,109,3831,0.05339670114621191,0.5706806282722513
rolling_7d,94,2766774,0,1.0,651,275,238,1215,0.42242703533026116,0.8654545454545455
rolling_7d,94,2766774,1,0.0,9,1,1,9,0.1111111111111111,1.0
rolling_7d,94,2766774,1,1.0,30,1,1,87,0.03333333333333333,1.0
expanding,94,2766776,0,0.0,6992,360,255,8034,0.05148741418764302,0.7083333333333334
expanding,94,2766776,0,1.0,1178,494,342,1954,0.41935483870967744,0.6923076923076923
expanding,94,2766776,1,0.0,8,0,0,9,0.0,
expanding,94,2766776,1,1.0,43,6,5,145,0.13953488372093023,0.8333333333333334
rolling_7d,94,2766776,0,0.0,7144,382,263,8241,0.05347144456886898,0.6884816753926701
rolling_7d,94,2766776,0,1.0,1026,472,334,1747,0.4600389863547758,0.7076271186440678
rolling_7d,94,2766776,1,0.0,12,0,0,14,0.0,
rolling_7d,94,2766776,1,1.0,39,6,5,140,0.15384615384615385,0.8333333333333334
expanding,93,2781973,0,0.0,9995,466,163,10650,0.04662331165582791,0.3497854077253219
expanding,93,2781973,0,1.0,1369,788,580,2510,0.5756026296566837,0.7360406091370558
expanding,93,2781973,1,0.0,33,2,1,40,0.06060606060606061,0.5
expanding,93,2781973,1,1.0,38,6,5,83,0.15789473684210525,0.8333333333333334
rolling_7d,93,2781973,0,0.0,10080,487,167,10738,0.048313492063492065,0.34291581108829566
rolling_7d,93,2781973,0,1.0,1284,767,576,2422,0.5973520249221184,0.7509778357235984
rolling_7d,93,2781973,1,0.0,37,2,1,44,0.05405405405405406,0.5
rolling_7d,93,2781973,1,1.0,34,6,5,79,0.17647058823529413,0.8333333333333334
expanding,93,2781975,0,0.0,3856,87,39,3973,0.022562240663900415,0.4482758620689655
expanding,93,2781975,0,1.0,682,367,315,1095,0.5381231671554252,0.8583106267029973
expanding,93,2781975,1,0.0,11,2,2,11,0.18181818181818182,1.0
expanding,93,2781975,1,1.0,24,6,6,41,0.25,1.0
rolling_7d,93,2781975,0,0.0,3912,98,42,4034,0.025051124744376277,0.42857142857142855
rolling_7d,93,2781975,0,1.0,626,356,312,1034,0.5686900958466453,0.8764044943820225
rolling_7d,93,2781975,1,0.0,13,2,2,13,0.15384615384615385,1.0
rolling_7d,93,2781975,1,1.0,22,6,6,39,0.2727272727272727,1.0
expanding,93,2781976,0,0.0,10877,603,235,13059,0.05543808035303852,0.38971807628524047
expanding,93,2781976,0,1.0,1784,932,593,3256,0.5224215246636771,0.6362660944206009
expanding,93,2781976,1,0.0,32,0,0,33,0.0,
expanding,93,2781976,1,1.0,86,18,13,139,0.20930232558139536,0.7222222222222222
rolling_7d,93,2781976,0,0.0,11091,671,243,13327,0.06049950410242539,0.3621460506706408
rolling_7d,93,2781976,0,1.0,1570,864,585,2988,0.5503184713375796,0.6770833333333334
rolling_7d,93,2781976,1,0.0,45,1,1,47,0.022222222222222223,1.0
rolling_7d,93,2781976,1,1.0,73,17,12,125,0.2328767123287671,0.7058823529411765
expanding,95,2793738,0,0.0,13399,1317,275,16163,0.0982909172326293,0.2088078967350038
expanding,95,2793738,0,1.0,1832,870,662,3293,0.47489082969432317,0.7609195402298851
expanding,95,2793738,1,0.0,58,1,1,63,0.017241379310344827,1.0
expanding,95,2793738,1,1.0,70,11,8,211,0.15714285714285714,0.7272727272727273
rolling_7d,95,2793738,0,0.0,13559,1354,284,16331,0.0998598716719522,0.20974889217134415
rolling_7d,95,2793738,0,1.0,1672,833,653,3125,0.49820574162679426,0.7839135654261705
rolling_7d,95,2793738,1,0.0,68,1,1,74,0.014705882352941176,1.0
rolling_7d,95,2793738,1,1.0,60,11,8,200,0.18333333333333332,0.7272727272727273
expanding,95,2793739,0,0.0,2645,142,70,2867,0.053686200378071834,0.49295774647887325
expanding,95,2793739,0,1.0,637,208,171,853,0.32653061224489793,0.8221153846153846
expanding,95,2793739,1,0.0,15,2,2,16,0.13333333333333333,1.0
expanding,95,2793739,1,1.0,28,0,0,44,0.0,
rolling_7d,95,2793739,0,0.0,2727,152,73,2968,0.055738907224055737,0.48026315789473684
rolling_7d,95,2793739,0,1.0,555,198,168,752,0.3567567567567568,0.8484848484848485
rolling_7d,95,2793739,1,0.0,15,2,2,16,0.13333333333333333,1.0
rolling_7d,95,2793739,1,1.0,28,0,0,44,0.0,
expanding,95,2793741,0,0.0,5648,673,135,5935,0.119157223796034,0.20059435364041606
expanding,95,2793741,0,1.0,875,420,367,1414,0.48,0.8738095238095238
expanding,95,2793741,1,0.0,9,0,0,13,0.0,
expanding,95,2793741,1,1.0,25,4,4,82,0.16,1.0
rolling_7d,95,2793741,0,0.0,5708,680,139,5999,0.11913104414856342,0.20441176470588235
rolling_7d,95,2793741,0,1.0,815,413,363,1350,0.5067484662576687,0.8789346246973365
rolling_7d,95,2793741,1,0.0,13,0,0,17,0.0,
rolling_7d,95,2793741,1,1.0,21,4,4,78,0.19047619047619047,1.0
expanding,96,2793753,0,0.0,5211,282,135,5447,0.05411629245826137,0.4787234042553192
expanding,96,2793753,0,1.0,807,386,259,1531,0.47831474597273854,0.6709844559585493
expanding,96,2793753,1,0.0,17,2,1,24,0.11764705882352941,0.5
expanding,96,2793753,1,1.0,24,3,2,59,0.125,0.6666666666666666
rolling_7d,96,2793753,0,0.0,5276,294,136,5520,0.055724033358605006,0.46258503401360546
rolling_7d,96,2793753,0,1.0,742,374,258,1458,0.5040431266846361,0.6898395721925134
rolling_7d,96,2793753,1,0.0,19,2,1,26,0.10526315789473684,0.5
rolling_7d,96,2793753,1,1.0,22,3,2,57,0.13636363636363635,0.6666666666666666
expanding,96,2793754,0,0.0,2780,162,119,2987,0.05827338129496403,0.7345679012345679
expanding,96,2793754,0,1.0,546,254,212,1042,0.4652014652014652,0.8346456692913385
expanding,96,2793754,1,0.0,6,2,2,6,0.3333333333333333,1.0
expanding,96,2793754,1,1.0,14,4,4,68,0.2857142857142857,1.0
rolling_7d,96,2793754,0,0.0,2833,169,121,3051,0.05965407695022944,0.7159763313609467
rolling_7d,96,2793754,0,1.0,493,247,210,978,0.5010141987829615,0.8502024291497976
rolling_7d,96,2793754,1,0.0,7,2,2,7,0.2857142857142857,1.0
rolling_7d,96,2793754,1,1.0,13,4,4,67,0.3076923076923077,1.0
expanding,96,2793757,0,0.0,10376,585,313,14228,0.05638010794140324,0.535042735042735
expanding,96,2793757,0,1.0,1465,698,508,2741,0.4764505119453925,0.7277936962750716
expanding,96,2793757,1,0.0,62,3,3,70,0.04838709677419355,1.0
expanding,96,2793757,1,1.0,80,10,8,158,0.125,0.8
rolling_7d,96,2793757,0,0.0,10528,616,324,14387,0.05851063829787234,0.525974025974026
rolling_7d,96,2793757,0,1.0,1313,667,497,2582,0.507996953541508,0.7451274362818591
rolling_7d,96,2793757,1,0.0,74,4,4,82,0.05405405405405406,1.0
rolling_7d,96,2793757,1,1.0,68,9,7,146,0.1323529411764706,0.7777777777777778
expanding,97,2804853,0,0.0,20047,1102,354,21003,0.05497081857634559,0.32123411978221417
expanding,97,2804853,0,1.0,2969,1552,1167,5760,0.5227349275850455,0.7519329896907216
expanding,97,2804853,1,0.0,75,4,2,80,0.05333333333333334,0.5
expanding,97,2804853,1,1.0,109,17,14,1049,0.1559633027522936,0.8235294117647058
rolling_7d,97,2804853,0,0.0,20448,1240,453,21656,0.060641627543035995,0.36532258064516127
rolling_7d,97,2804853,0,1.0,2568,1414,1068,5107,0.5506230529595015,0.7553041018387553
rolling_7d,97,2804853,1,0.0,92,5,3,101,0.05434782608695652,0.6
rolling_7d,97,2804853,1,1.0,92,16,13,1028,0.17391304347826086,0.8125
expanding,97,2804855,0,0.0,3763,229,86,3955,0.060855700239170876,0.37554585152838427
expanding,97,2804855,0,1.0,839,352,278,1153,0.4195470798569726,0.7897727272727273
expanding,97,2804855,1,0.0,25,1,0,26,0.04,0.0
expanding,97,2804855,1,1.0,14,1,1,19,0.07142857142857142,1.0
rolling_7d,97,2804855,0,0.0,3832,238,92,4050,0.06210855949895616,0.3865546218487395
rolling_7d,97,2804855,0,1.0,770,343,272,1058,0.44545454545454544,0.793002915451895
rolling_7d,97,2804855,1,0.0,23,1,0,24,0.043478260869565216,0.0
rolling_7d,97,2804855,1,1.0,16,1,1,21,0.0625,1.0
expanding,97,2804857,0,0.0,8408,771,164,8812,0.09169838249286394,0.2127107652399481
expanding,97,2804857,0,1.0,1403,690,549,1974,0.4918032786885246,0.7956521739130434
expanding,97,2804857,1,0.0,26,3,3,31,0.11538461538461539,1.0
